Slope_Angle,Elevation,Soil_Type,Rainfall_72h,Soil_Saturation,Landslide_Risk
3.5,2044.7,1,218.7,60.7,53.7
14.2,1924.7,3,111.8,76.5,24.4
40.4,304.6,2,7.1,55.7,48.5
37.5,388.4,2,67.1,20.3,45.4
9.6,793.2,2,204.6,16.5,40.6
10.9,646.7,3,53.0,33.1,6.9
18.8,1356.3,2,309.3,51.1,56.7
24.5,1987.1,2,65.9,18.8,28.4
31.1,2117.4,1,182.7,42.9,72.9
18.8,1441.4,1,179.2,90.4,73.7
23.4,1845.6,3,211.4,22.7,36.5
37.5,1160.2,3,114.6,95.6,49.1
2.3,466.2,3,305.7,87.8,36.3
13.0,1159.1,3,155.5,85.7,30.9
35.8,1225.6,2,245.1,88.4,94.1
44.8,1636.0,2,222.6,21.8,79.8
25.8,491.5,2,41.0,27.8,22.4
26.8,816.6,2,217.9,26.4,57.1
5.8,807.2,1,192.7,24.5,41.7
22.6,2111.2,1,314.5,42.9,64.7
26.9,982.2,3,308.3,85.6,50.1
12.5,1663.7,1,52.8,36.4,14.9
13.8,1654.3,3,28.6,35.8,3.7
19.2,591.5,1,103.1,72.5,47.7
1.5,1262.4,1,345.3,23.2,46.4
16.4,1968.5,1,7.6,45.6,18.3
11.0,1050.7,1,235.5,40.1,49.6
16.7,2079.8,1,213.0,87.0,75.9
6.4,479.7,1,226.3,58.7,53.7
44.6,172.4,2,76.4,70.0,64.5
29.9,1962.3,1,79.4,26.0,44.3
34.1,1866.4,1,150.7,94.0,86.6
39.6,2183.8,1,33.6,42.4,54.4
25.2,1497.9,2,26.1,75.1,35.6
4.8,2061.3,2,30.9,96.1,24.1
27.1,1821.0,2,200.5,58.2,67.8
29.5,1859.3,1,139.2,58.1,64.3
37.4,1256.4,1,102.8,25.0,60.3
21.9,847.4,2,110.5,48.2,38.1
6.8,2056.7,2,72.5,87.5,30.4
14.5,956.3,1,144.0,26.5,31.1
18.5,1190.0,2,71.1,93.0,41.7
32.5,987.0,1,244.3,71.7,96.4
28.8,1247.0,1,43.4,50.8,40.2
18.1,1040.4,2,331.9,61.5,60.2
49.3,115.0,2,31.4,27.8,46.1
30.5,1941.7,1,330.2,33.5,75.5
12.2,983.2,1,291.7,39.3,52.5
5.5,1299.8,3,238.2,47.7,27.8
8.1,314.8,2,319.3,92.8,59.5
12.7,17.4,3,48.7,46.2,8.4
8.5,547.2,2,61.7,59.5,18.2
9.7,1553.0,2,88.3,28.8,17.6
14.6,227.2,1,85.7,77.6,38.1
9.1,2000.5,1,108.8,62.6,33.4
44.9,480.9,2,201.5,52.4,83.9
4.5,458.1,2,9.9,95.5,22.2
26.5,407.5,1,133.8,90.7,74.5
20.8,40.6,2,86.2,71.1,37.7
49.1,1700.3,1,212.3,93.4,99.5
6.0,1926.3,1,344.8,63.0,55.1
20.2,1355.0,1,181.2,85.3,71.3
48.5,422.2,2,149.0,49.8,70.8
43.3,634.8,1,128.9,22.4,71.7
40.9,1052.3,1,274.7,99.5,99.5
13.3,2100.0,2,25.2,29.1,6.2
9.0,551.7,2,335.9,36.4,39.5
33.6,1612.3,2,146.3,28.9,56.1
46.5,972.4,1,109.8,43.7,70.4
28.1,662.3,2,340.9,39.6,63.2
28.8,1008.5,2,327.6,66.1,73.0
14.4,165.9,1,224.7,99.7,72.4
38.6,1759.1,2,6.5,19.5,42.2
9.8,542.8,2,262.0,81.2,57.2
16.5,1598.7,1,117.4,25.9,35.1
21.6,159.7,3,135.9,16.7,24.9
25.6,2101.7,2,55.6,69.3,41.8
12.5,432.7,3,183.2,89.2,38.0
6.2,1943.2,2,260.6,30.0,38.7
30.7,1782.7,1,95.6,44.0,50.1
14.8,2129.6,1,328.6,29.3,50.9
29.3,1056.6,2,68.2,92.1,55.6
8.1,1603.0,3,23.2,38.0,2.8
24.3,821.9,2,225.5,52.8,64.2
26.9,413.8,3,297.3,91.1,53.4
3.1,980.3,1,333.6,62.0,55.5
17.2,373.0,2,268.5,94.3,67.4
7.2,2160.7,3,69.9,93.7,20.7
3.6,220.8,2,342.2,54.2,44.7
49.5,1300.4,3,321.8,64.5,59.1
16.5,1382.0,2,57.1,34.6,16.7
40.6,1188.4,2,195.6,99.2,95.7
13.1,1460.2,2,194.4,38.7,38.0
34.2,264.4,3,154.9,81.6,50.4
38.1,1225.5,2,344.5,41.6,81.3
30.0,639.0,1,20.9,41.6,31.4
23.8,2069.0,2,219.5,23.8,54.6
20.9,1678.9,2,71.9,62.6,36.5
17.8,2139.8,1,184.6,35.8,49.2
46.5,92.2,2,272.9,27.6,80.0
41.6,634.4,1,86.4,34.3,61.0
48.3,438.0,2,137.7,36.3,62.6
6.7,34.4,2,332.8,57.8,3.5
36.7,540.7,2,266.5,47.8,80.8
46.9,1496.5,2,200.5,21.4,76.8
9.5,516.1,1,77.7,60.6,26.1
3.8,1124.7,3,148.9,82.0,29.3
37.2,1954.3,1,270.9,63.8,98.0
28.9,1529.3,1,287.2,97.8,96.1
42.2,874.2,3,85.6,23.4,36.3
7.4,825.7,2,231.7,84.8,55.8
39.9,1008.1,1,33.3,58.0,60.7
10.5,397.7,3,8.1,59.3,10.8
8.6,1398.5,2,192.0,59.1,43.2
8.6,807.5,3,78.5,42.7,11.3
40.8,1876.7,2,27.6,42.6,46.1
33.4,1666.9,2,255.4,68.7,84.7
26.4,1347.0,2,174.3,18.8,48.4
18.3,807.6,1,278.7,65.0,69.4
43.9,469.8,2,232.4,76.6,92.9
19.9,1709.8,2,255.4,45.3,54.0
40.9,1075.2,1,107.6,33.5,65.3
22.2,502.2,1,92.1,33.1,32.8
19.2,437.4,1,210.3,22.0,55.0
23.4,372.2,3,70.0,22.6,17.0
15.4,1712.0,2,285.4,29.2,46.9
37.5,511.5,2,183.0,16.6,66.8
25.4,1163.3,3,79.4,37.6,19.5
12.0,998.9,2,218.8,41.0,48.8
45.0,1279.3,3,330.8,99.6,65.5
19.5,1931.0,1,28.7,99.3,37.0
27.4,1910.4,1,38.3,30.9,28.0
45.4,997.9,2,295.3,33.1,80.3
31.4,43.7,2,38.4,56.8,40.0
6.3,943.9,3,13.8,27.6,0.5
47.0,1337.6,2,121.8,57.8,72.1
31.6,1231.5,1,163.3,48.9,74.1
17.1,1436.4,2,199.3,42.6,46.9
7.4,347.4,2,177.6,84.9,50.5
39.8,1425.9,1,319.6,85.4,99.5
31.2,410.0,2,269.0,99.0,88.0
26.9,1653.6,3,344.3,34.0,38.2
44.7,752.6,2,166.8,90.5,92.6
39.5,1564.7,2,29.5,60.7,52.4
8.0,114.8,1,334.4,65.3,58.8
15.9,903.2,1,1.4,91.2,33.0
12.8,1554.0,2,271.6,95.1,63.3
37.3,506.8,2,10.9,76.8,53.3
2.2,1751.7,1,266.4,44.6,45.9
28.7,1391.4,1,328.3,56.6,78.3
38.2,1296.8,3,136.2,67.3,46.7
43.9,784.3,2,84.3,85.4,70.3
17.4,1066.6,2,79.2,70.9,34.6
41.2,1318.2,1,172.1,46.1,86.7
6.0,1044.7,1,59.8,50.5,14.7
42.4,1539.3,1,235.5,19.3,94.2
6.8,959.8,2,128.9,93.6,40.7
20.2,453.0,1,113.1,22.5,32.7
40.0,478.5,2,161.4,64.3,78.8
7.9,22.7,3,189.9,89.1,4.5
11.8,669.1,1,49.7,50.8,14.9
36.3,1650.1,2,247.7,83.0,91.4
36.1,1749.2,2,309.0,83.3,92.3
32.2,453.4,3,97.3,20.1,32.3
34.9,2110.3,3,63.1,50.0,32.2
27.4,1110.3,1,266.2,73.7,86.5
13.0,2018.2,1,64.2,50.9,22.7
17.6,1557.8,2,14.4,61.3,17.3
9.5,1592.1,2,216.7,65.5,50.2
45.5,196.2,1,83.9,27.9,62.1
29.4,491.8,2,60.1,50.0,38.3
20.3,29.3,2,343.6,17.4,52.2
23.4,1578.3,1,102.2,27.7,37.1
47.4,764.3,3,316.2,58.5,57.6
8.1,1732.8,1,62.4,63.8,22.3
29.5,752.3,2,286.6,27.4,62.4
25.5,1804.3,2,175.7,79.2,65.7
30.8,296.2,1,27.5,46.7,36.8
1.4,389.7,2,256.8,93.3,57.1
43.7,756.5,2,312.2,48.0,86.5
46.6,904.6,3,57.1,27.7,31.1
28.5,773.7,1,254.0,79.4,91.3
35.0,1682.4,2,155.8,63.3,69.9
46.2,222.3,2,263.9,47.9,84.1
35.5,779.2,2,249.9,45.3,75.1
8.1,1843.6,3,9.3,27.8,0.5
29.0,156.3,1,62.6,44.0,41.5
30.5,2073.7,1,164.9,17.5,63.8
21.5,2170.0,2,326.8,57.7,61.7
37.0,204.0,1,119.7,91.2,87.5
46.8,647.9,3,220.1,82.6,61.0
46.3,825.6,2,4.2,17.4,43.3
22.8,1710.3,2,248.9,89.9,73.2
6.1,1315.1,2,211.1,53.4,45.7
49.2,1421.2,2,250.4,31.2,80.8
42.0,1668.9,2,316.6,79.0,93.2
6.7,268.4,1,51.3,42.4,11.1
46.1,1834.7,1,91.6,36.5,64.9
43.6,1555.3,1,348.5,28.7,93.9
26.2,1274.4,2,54.7,56.4,33.9
29.8,1958.5,2,252.2,22.9,64.6
20.3,1543.7,1,253.8,81.8,80.0
3.2,451.7,2,239.0,55.0,46.4
17.1,951.1,1,79.6,53.0,31.6
40.2,1092.0,3,75.3,15.2,32.9
0.7,130.9,1,233.2,84.5,65.9
17.0,2100.7,3,65.2,56.9,18.1
20.2,291.6,2,231.5,52.4,57.7
27.1,1537.4,2,172.4,79.7,66.5
46.0,1118.6,1,135.3,20.3,71.6
17.6,66.1,3,105.1,46.2,21.5
17.7,2035.2,1,331.7,63.9,69.5
37.0,1875.5,2,177.8,54.1,74.2
22.9,1158.1,3,196.4,30.4,32.8
11.6,511.4,3,332.2,40.4,26.2
22.9,276.4,2,228.9,40.5,56.9
7.5,805.8,3,335.2,99.3,36.7
9.2,569.4,2,37.2,42.7,8.5
25.2,1119.7,1,296.3,32.4,68.4
21.2,2126.4,2,117.4,84.9,49.2
45.8,1269.1,1,283.7,50.8,99.0
18.4,1958.9,1,299.5,52.7,65.9
29.2,1435.4,2,95.0,61.7,48.9
31.8,1050.8,2,143.1,65.6,62.4
1.1,1881.6,1,254.1,65.2,56.3
33.3,1042.3,3,34.7,17.9,23.7
9.3,1912.3,1,264.4,84.6,67.7
48.1,648.6,3,38.7,31.6,29.4
7.9,292.1,3,320.1,39.8,28.5
21.0,1883.1,3,96.7,29.7,19.1
4.7,1296.4,2,201.5,80.2,49.7
49.8,1957.1,1,41.0,64.6,65.8
25.4,2063.8,2,94.3,79.2,50.8
30.0,127.4,1,141.4,70.5,69.4
3.8,1107.1,1,170.5,23.9,29.3
37.6,831.2,2,0.0,40.6,38.7
10.9,1380.6,1,311.0,58.1,57.6
45.0,1748.0,3,2.7,40.9,30.2
10.7,624.5,3,270.8,32.6,25.7
9.9,1229.4,1,164.7,88.9,58.1
2.3,1562.1,2,183.4,78.6,42.7
23.9,304.4,2,72.9,44.3,31.0
28.5,1792.8,3,212.6,80.0,50.3
3.8,1337.4,2,188.0,68.3,47.4
38.9,2089.5,1,57.5,15.3,50.8
22.9,753.6,2,83.3,47.3,32.5
26.5,246.8,2,23.4,39.7,21.5
22.3,1119.2,3,23.2,33.5,10.4
20.3,197.9,1,4.8,36.4,13.9
28.2,2133.3,1,77.2,95.1,65.6
8.2,94.7,3,237.9,56.3,30.3
9.5,1660.2,3,110.7,87.1,24.3
43.2,1160.0,3,120.0,33.2,39.0
47.3,817.3,2,46.2,29.8,44.8
19.0,154.2,2,201.4,90.5,68.8
13.9,1372.5,2,119.8,57.1,33.7
32.4,1291.6,1,236.7,91.1,99.5
20.7,625.1,2,259.5,20.4,50.4
1.8,2003.4,1,204.6,92.9,65.8
8.2,676.0,1,96.6,50.3,25.5
35.9,994.9,3,178.0,28.2,42.3
33.1,1200.8,1,88.2,73.1,67.0
1.8,229.5,3,316.0,82.7,36.4
11.5,2051.4,1,268.2,19.0,46.3
11.9,830.2,1,172.6,98.9,61.4
33.8,186.9,2,337.9,74.2,83.8
1.5,858.2,2,191.4,42.3,35.7
5.7,1324.4,2,115.0,27.9,18.8
40.1,1134.9,3,33.4,48.4,29.6
9.3,1531.0,1,190.3,33.7,39.8
32.8,131.5,3,301.1,57.0,48.7
12.3,633.1,1,303.4,81.5,67.8
5.4,1804.1,3,211.6,71.1,31.6
12.5,185.0,2,137.7,52.1,33.3
36.3,1883.5,2,227.6,25.1,74.8
42.9,211.3,2,266.7,96.4,99.5
41.6,1837.5,1,144.1,38.0,76.2
20.2,800.1,3,166.7,38.6,28.6
33.6,1350.7,1,238.2,69.9,98.6
10.6,344.8,1,306.8,80.5,67.0
15.0,154.9,2,276.9,98.7,67.3
44.9,482.9,1,7.8,97.4,72.7
1.1,290.0,1,43.5,92.7,30.3
4.7,694.2,2,298.5,52.0,45.0
10.8,1136.5,2,291.8,29.2,40.4
1.8,1299.4,1,136.1,64.7,37.4
9.5,1739.8,2,204.5,16.5,38.7
29.4,1447.2,2,317.0,31.7,65.0
21.4,1343.2,3,319.0,15.2,33.2
44.7,911.8,3,274.1,30.3,53.9
41.0,1047.6,2,73.4,55.4,58.6
17.4,917.8,2,255.6,48.4,54.5
13.3,1854.3,2,35.4,46.4,13.4
19.3,513.7,1,312.9,85.6,79.5
29.7,22.5,2,52.2,72.4,45.7
13.8,1436.4,3,231.8,94.6,42.9
31.4,453.4,2,213.6,52.9,75.8
20.8,1959.4,1,271.9,38.1,58.4
27.8,1891.3,2,193.1,25.4,57.6
22.1,178.0,2,20.8,72.1,30.2
15.1,243.0,2,247.0,86.5,64.3
47.4,1094.4,2,134.1,30.6,59.4
38.3,1344.2,2,112.1,89.7,76.6
7.4,612.0,1,347.1,59.7,55.2
43.5,1579.8,3,206.6,27.2,49.6
24.6,1312.9,2,248.8,69.6,69.9
44.8,721.4,1,184.2,59.2,94.0
40.1,65.6,1,269.5,17.4,89.4
21.5,1652.8,3,263.2,48.9,38.1
1.6,480.3,3,230.0,81.7,36.6
13.8,1837.5,2,349.2,62.2,53.6
27.3,930.4,1,160.9,39.0,58.8
31.9,1273.8,1,247.2,93.9,99.5
13.3,1921.8,1,279.2,35.2,52.2
7.4,1901.3,2,131.6,36.5,21.9
41.8,823.6,2,160.0,45.1,73.1
49.2,467.5,2,339.2,91.0,99.5
26.5,1707.6,2,11.3,58.1,33.2
9.0,958.4,1,117.4,73.0,38.0
14.0,430.6,1,170.2,98.0,62.3
1.4,1990.7,1,0.5,81.6,19.3
45.8,443.8,1,314.7,29.7,90.9
6.3,66.5,1,100.2,82.0,1.1
29.0,54.4,2,90.2,78.6,54.6
14.1,1372.9,2,287.1,34.8,40.2
27.9,1459.1,2,97.3,42.7,39.1
32.7,691.2,2,230.2,75.4,81.4
41.6,710.8,2,287.5,35.3,80.3
10.7,753.5,2,277.4,32.7,38.4
1.0,1499.5,1,273.7,74.8,61.2
7.3,137.3,3,31.0,89.9,16.0
45.1,2044.8,1,27.9,21.4,47.7
43.8,497.3,1,107.4,52.9,74.0
30.1,2199.3,1,12.6,66.6,44.8
30.2,385.6,3,175.2,72.5,46.9
33.4,1699.7,3,138.2,99.7,45.6
9.2,499.3,2,195.0,73.0,47.5
45.8,187.1,2,104.6,67.7,71.2
21.2,1926.1,2,170.0,99.1,62.0
19.5,1890.7,3,117.2,20.2,18.9
26.2,893.8,2,68.3,21.3,30.6
2.8,1548.2,3,227.3,62.7,29.5
8.7,1230.0,1,235.7,45.5,50.0
37.0,1878.0,1,290.2,23.2,87.9
4.6,700.0,3,306.2,41.0,24.0
30.4,1156.8,1,246.6,72.3,89.8
12.6,1073.0,3,240.6,89.9,39.5
19.8,785.1,2,19.8,23.0,12.5
14.8,1962.3,3,38.4,60.9,14.9
18.1,373.3,1,284.4,40.2,60.8
36.1,337.4,2,81.5,71.7,60.3
15.2,1273.4,2,124.4,61.7,37.5
28.5,1449.9,2,50.9,93.8,50.6
24.1,436.2,2,68.3,18.2,25.8
33.4,865.7,3,271.4,55.0,50.3
46.9,2083.0,2,91.7,31.4,52.7
36.8,550.1,1,157.2,60.6,81.2
11.1,1473.7,3,53.1,87.6,18.6
2.0,1630.9,1,237.3,92.5,65.1
13.5,991.4,1,254.9,48.8,54.7
30.0,2063.2,1,126.6,84.0,72.4
3.0,1623.3,3,274.7,38.8,27.3
25.1,1012.9,1,84.0,15.5,38.0
30.0,1256.8,1,242.2,87.7,96.4
17.0,1526.8,3,255.5,25.2,32.0
38.7,1306.9,2,339.0,16.5,77.0
5.8,1934.3,1,81.3,45.1,13.7
4.2,791.6,2,32.8,47.2,5.5
36.5,666.7,3,92.1,21.6,31.5
25.0,478.3,1,43.0,84.2,48.1
34.6,92.7,2,59.4,49.5,45.3
22.0,104.2,2,116.9,56.6,40.8
12.7,1915.4,2,144.9,37.5,28.6
41.0,1495.7,2,316.3,58.5,89.1
40.1,1456.6,2,68.5,80.2,64.7
34.9,1356.1,1,340.1,92.0,99.5
14.0,1869.8,2,283.6,97.5,63.8
29.7,1061.8,1,308.5,51.3,83.8
18.4,1916.2,2,325.3,99.2,69.0
5.0,797.2,1,263.6,40.1,45.1
45.9,2039.5,2,276.1,15.6,79.2
7.3,1540.1,1,153.2,80.2,48.0
47.5,573.2,2,178.7,30.2,73.1
22.6,1245.3,2,326.4,19.5,54.5
9.7,1177.3,2,132.4,93.5,44.8
27.3,312.0,2,14.7,82.3,40.8
43.7,1304.8,2,267.0,23.7,80.0
36.7,699.4,1,200.6,81.0,99.5
40.4,124.6,1,285.2,86.7,99.5
33.1,2087.6,2,26.4,92.0,53.6
34.8,1414.9,3,217.4,61.2,53.3
42.5,1930.5,1,86.7,74.8,79.0
12.9,1490.6,1,316.1,79.8,67.1
24.7,791.8,1,38.5,73.5,46.0
11.4,1132.8,2,295.1,70.0,55.8
49.4,1489.9,1,31.0,61.5,62.7
47.2,2113.0,2,8.8,55.7,49.5
2.5,565.5,1,82.3,99.7,32.0
35.4,1926.2,1,116.6,43.7,63.3
46.3,2033.7,1,219.3,22.5,92.1
9.4,1478.2,2,46.1,80.0,22.2
28.6,2049.5,2,153.1,33.2,48.3
45.8,881.4,1,71.5,60.3,68.6
2.2,2097.1,3,299.4,23.1,25.9
35.0,1549.1,1,15.7,67.6,54.9
15.2,102.0,2,124.6,95.2,47.2
46.3,1996.1,2,221.0,76.4,94.2
48.6,1071.0,1,319.6,33.2,91.5
47.2,1018.1,2,303.8,97.5,99.5
24.0,1250.6,2,313.3,41.1,58.9
43.2,337.2,1,22.0,52.1,57.0
42.3,1037.5,2,294.3,57.3,87.5
16.3,1830.2,1,273.0,99.2,78.0
41.5,43.9,2,315.9,20.9,80.7
2.3,607.7,1,109.1,74.2,34.2
30.0,15.4,2,319.1,45.8,66.0
11.9,920.4,1,140.9,21.7,29.7
6.5,1605.0,1,221.9,94.5,69.7
4.3,1759.3,1,148.5,65.1,37.5
35.0,2080.0,1,149.7,79.0,87.3
17.3,1342.6,2,191.3,35.4,40.7
36.4,567.6,1,124.6,79.7,81.1
3.7,2033.9,2,277.5,85.4,55.8
16.1,1707.9,1,221.8,51.6,63.6
27.2,1268.0,2,241.4,63.6,71.2
39.6,1533.5,2,80.9,97.6,71.7
16.3,2034.3,3,339.4,87.0,41.5
31.5,1570.1,3,231.1,52.8,48.4
44.4,816.7,3,69.0,71.5,40.6
31.0,1571.5,2,262.7,81.7,82.7
12.0,98.2,1,60.8,17.1,13.0
1.7,856.3,2,22.2,65.0,12.8
43.6,899.8,3,184.6,98.7,61.9
1.6,375.4,1,193.7,95.5,60.1
43.8,60.6,2,66.1,85.8,67.4
26.7,302.1,1,121.9,24.0,45.5
47.0,1443.6,2,331.0,99.5,99.5
40.0,1767.0,2,99.8,66.8,69.1
49.9,2174.2,2,54.4,33.9,48.2
17.9,768.5,2,347.4,72.3,59.2
38.5,1322.6,3,105.8,87.8,49.3
20.4,2062.3,2,238.1,24.5,49.8
24.3,375.8,2,81.0,92.9,48.3
31.6,1581.6,1,192.5,93.2,94.7
43.7,1663.4,2,135.2,16.1,63.0
49.2,204.9,2,336.6,91.5,99.5
38.5,1896.1,1,151.5,95.5,95.8
21.2,1790.7,1,204.5,18.2,56.7
21.4,83.2,2,330.7,40.0,54.4
37.0,209.5,2,346.2,46.7,81.0
12.3,117.6,2,35.6,44.7,12.3
6.0,743.1,1,292.0,79.5,62.8
18.1,1125.3,1,133.7,45.4,43.1
14.7,1175.8,2,208.2,96.3,65.7
15.2,596.2,1,131.3,99.6,56.7
12.1,2006.4,1,140.4,41.9,32.2
2.6,816.5,1,55.6,58.2,17.9
1.4,109.8,1,200.5,62.4,3.8
49.4,667.5,1,191.4,64.2,97.8
21.7,1173.1,1,66.3,46.8,30.8
19.5,904.0,1,189.6,29.1,51.9
34.1,609.7,2,340.6,19.6,69.9
11.3,297.6,1,250.0,24.0,48.7
47.5,1804.0,2,168.3,91.6,89.7
39.4,2191.6,3,320.6,38.8,52.6
4.9,731.7,2,201.4,21.5,35.9
21.2,845.8,1,47.3,68.0,35.8
44.0,1363.5,3,191.6,21.4,47.6
47.3,1583.4,1,63.3,21.0,53.8
23.6,868.5,1,268.6,67.8,79.2
30.9,1991.8,3,338.5,65.3,50.1
8.8,1236.4,3,126.3,18.5,13.7
49.6,996.4,2,152.2,54.1,75.4
12.0,1426.2,2,147.5,52.0,32.7
47.2,2096.6,2,99.9,61.5,65.9
32.7,1750.1,1,278.0,77.7,95.3
30.6,97.6,1,216.2,39.0,78.0
25.9,737.8,2,22.4,51.8,24.5
11.9,1040.5,3,293.6,82.4,40.2
9.2,698.8,1,65.5,93.4,35.9
11.4,1543.4,2,342.7,90.8,60.9
9.7,1819.5,1,131.8,55.6,35.5
39.1,1611.6,2,215.8,59.3,86.0
17.8,2176.6,2,27.2,60.0,22.1
3.4,606.9,2,120.6,88.8,39.0
48.5,1926.2,1,280.8,86.4,99.5
44.2,1688.9,2,167.0,41.5,70.1
46.4,803.2,2,316.6,28.8,81.6
49.7,1617.7,1,201.3,47.2,96.6
9.1,237.9,1,325.0,39.5,49.0
20.1,1738.6,2,343.9,95.8,72.4
38.0,1175.8,2,158.9,37.6,65.3
35.0,650.1,1,197.8,30.4,78.8
8.1,1446.2,2,292.2,91.5,60.1
40.9,1415.1,3,77.5,22.4,33.5
11.6,468.8,1,301.6,37.1,51.7
11.6,76.6,2,207.2,52.3,47.3
27.1,959.6,1,253.9,65.6,82.9
29.9,1257.2,1,27.9,42.9,35.3
29.2,1929.8,1,268.2,57.2,82.3
5.0,2042.8,2,108.8,31.9,17.7
43.9,1168.1,2,281.8,63.8,90.7
13.6,1660.8,1,178.2,49.7,48.3
6.9,972.1,2,96.1,87.2,33.5
44.5,1643.9,2,333.5,50.3,85.0
47.8,458.5,1,267.8,52.7,97.3
43.2,822.6,2,345.0,65.3,93.4
40.6,1399.0,2,127.6,25.5,63.2
32.9,49.8,2,227.2,28.3,70.9
27.8,1592.2,2,214.1,82.2,76.8
4.8,1839.8,1,240.6,38.2,47.2
20.7,884.1,2,13.4,73.2,31.1
18.9,991.0,1,102.1,23.3,32.3
13.4,1874.3,2,318.3,84.9,64.7
36.3,1708.7,3,148.3,99.0,53.2
25.0,641.0,1,336.2,46.8,70.1
4.5,719.5,2,74.7,58.0,18.6
11.4,1496.7,2,349.1,52.6,47.1
34.3,1243.4,2,244.2,91.0,90.2
4.3,365.3,1,271.7,15.8,44.2
42.6,688.7,3,138.9,70.5,50.2
25.0,1981.0,2,317.5,70.5,71.3
24.3,1517.1,1,190.9,47.5,61.9
29.8,2169.3,1,238.3,33.6,73.8
41.3,1689.8,2,33.2,35.4,45.4
17.7,2072.9,1,221.1,83.0,77.2
34.1,483.5,1,307.7,20.6,82.5
28.5,1699.6,2,62.4,62.9,42.3
13.7,54.3,2,258.2,41.1,46.1
44.0,1479.0,2,8.9,37.5,43.7
40.0,1037.7,1,324.2,58.0,99.5
33.1,769.4,2,344.0,91.3,90.6
42.6,1898.7,3,124.0,67.5,47.9
43.4,1880.8,1,37.5,82.0,71.4
35.6,58.8,2,230.5,66.1,83.1
41.9,1344.8,3,10.4,74.3,38.3
35.0,815.6,2,168.9,51.8,69.2
34.2,920.3,2,95.1,93.7,69.3
31.1,1832.2,1,165.7,57.7,74.4
37.8,688.5,2,6.4,61.9,49.1
8.4,2075.3,2,18.1,59.6,8.8
44.1,403.4,2,5.6,41.9,45.0
43.7,1461.4,3,216.7,34.7,51.5
1.9,1481.9,1,196.0,21.3,40.2
41.4,562.3,1,81.6,76.0,78.3
6.9,721.2,1,226.3,39.6,48.0
17.1,1838.2,2,309.5,48.1,56.0
37.3,1678.4,1,97.1,93.2,80.8
8.5,730.7,2,291.2,63.1,51.5
41.0,1179.4,1,231.9,23.3,93.0
41.7,145.1,2,11.8,83.0,62.4
25.6,467.2,1,131.3,36.8,48.9
0.8,1073.9,3,177.7,62.0,26.8
14.7,198.3,2,256.1,58.3,55.2
31.0,1856.9,3,100.5,35.2,29.0
49.1,1582.4,2,344.0,24.8,82.2
31.8,2076.6,1,239.6,33.0,76.1
13.4,1528.7,1,130.5,23.3,29.6
31.9,2069.5,3,34.0,38.4,24.2
27.2,1224.4,2,63.5,99.8,47.3
39.1,1324.5,1,170.7,49.2,85.2
5.8,2149.6,2,173.1,88.4,48.9
38.2,1416.3,2,268.7,61.7,86.5
27.3,77.4,1,254.2,71.7,87.7
48.2,1595.1,1,70.4,28.3,59.0
17.4,1993.0,2,208.2,38.4,47.5
31.8,1752.3,1,7.2,58.4,42.5
46.6,1288.6,1,139.5,89.9,97.0
5.6,1480.2,1,267.4,18.6,45.6
46.9,2178.5,1,139.8,58.1,83.6
34.6,208.5,2,292.5,19.3,71.2
3.9,1471.3,1,341.7,53.8,50.5
15.4,630.6,1,212.5,68.5,67.0
35.6,1411.8,3,50.8,78.3,36.8
3.8,1340.7,1,132.9,26.8,22.7
29.3,346.1,1,3.3,29.2,31.1
17.6,462.8,2,211.0,55.0,57.5
31.2,1371.4,2,287.5,99.8,86.5
2.8,290.8,2,220.5,45.3,42.2
43.6,590.7,1,275.1,51.3,97.2
48.7,1839.2,3,280.0,51.8,57.1
48.5,726.3,2,297.9,21.9,80.7
37.6,1078.9,2,93.3,80.8,67.3
6.9,2071.1,1,304.9,36.5,44.2
38.0,507.5,1,228.9,74.8,99.5
1.7,863.3,2,101.4,55.4,22.5
1.6,1338.1,3,345.6,67.0,30.9
16.5,1664.2,2,332.6,19.6,48.7
24.7,1984.6,1,201.1,90.6,85.8
38.6,2014.9,1,295.1,35.7,89.9
34.3,1710.8,2,91.5,72.0,60.6
22.6,510.0,2,145.6,82.8,53.3
14.0,64.3,1,64.4,60.9,24.6
49.9,850.5,1,182.0,43.7,89.5
21.6,320.0,2,173.6,98.1,64.2
22.8,1565.7,2,74.5,38.7,27.0
8.6,1457.9,2,235.5,95.6,57.9
39.8,106.3,2,41.2,28.3,45.7
34.8,1842.1,2,21.6,48.1,39.8
11.4,554.7,1,134.7,26.8,31.3
4.6,956.6,2,143.4,15.2,23.4
34.2,1472.8,3,111.9,37.1,32.1
32.9,950.4,3,90.3,22.4,28.7
14.0,976.4,3,118.6,98.8,30.6
47.6,153.7,1,57.2,79.7,75.6
8.0,889.2,2,141.2,15.3,24.8
21.9,1685.0,3,316.6,34.0,35.3
47.2,2014.2,2,78.5,72.0,64.7
21.3,915.6,1,239.6,48.9,65.1
32.1,937.7,3,49.6,85.7,32.8
20.2,1548.8,2,123.9,57.9,41.4
14.1,2074.7,1,112.4,70.6,42.5
49.2,594.9,1,328.0,65.7,99.5
20.8,973.9,2,149.8,69.2,51.7
44.8,1753.2,2,241.7,34.6,81.6
11.9,1345.2,1,210.9,46.7,52.7
11.0,252.2,2,49.4,19.3,10.1
2.0,1384.7,2,328.8,64.9,47.4
